Bandit,Reward,Algorithm
3,3.7767445816805214,ThompsonSampling
0,2.719612194922599,ThompsonSampling
3,2.054175828917576,ThompsonSampling
0,1.0280918690578513,ThompsonSampling
0,-0.6492253479852479,ThompsonSampling
1,3.0286874366680405,ThompsonSampling
2,3.3228551869302425,ThompsonSampling
1,3.486067583161862,ThompsonSampling
1,2.0159211100478904,ThompsonSampling
0,3.1993157236518037,ThompsonSampling
2,3.735726829892874,ThompsonSampling
2,4.456356057547506,ThompsonSampling
2,2.3882124178766477,ThompsonSampling
2,2.651147844276676,ThompsonSampling
3,3.614574029870502,ThompsonSampling
2,2.751137333008341,ThompsonSampling
2,2.9367383365217408,ThompsonSampling
2,1.9728346972842077,ThompsonSampling
1,1.7519249978715647,ThompsonSampling
2,2.7169068130451692,ThompsonSampling
2,1.849655935920458,ThompsonSampling
0,2.84366251182072,ThompsonSampling
0,1.1111682932095384,ThompsonSampling
1,1.6616569223684192,ThompsonSampling
2,3.059538770696529,ThompsonSampling
3,3.2219582186488815,ThompsonSampling
3,4.5023982654355255,ThompsonSampling
0,2.3750029757755766,ThompsonSampling
2,4.055857080674165,ThompsonSampling
2,1.7769902675937752,ThompsonSampling
0,-0.3477419197861116,ThompsonSampling
2,3.706731577717102,ThompsonSampling
3,3.1680343507789397,ThompsonSampling
3,4.55640679954474,ThompsonSampling
3,4.209752901493829,ThompsonSampling
2,5.554818406486068,ThompsonSampling
3,4.316844554607567,ThompsonSampling
3,4.781181185707758,ThompsonSampling
3,4.387819223831827,ThompsonSampling
3,5.589565720852063,ThompsonSampling
3,3.070021743475465,ThompsonSampling
2,0.7609237632671673,ThompsonSampling
2,0.8227685718751645,ThompsonSampling
3,4.049879761004178,ThompsonSampling
3,4.248166720230061,ThompsonSampling
3,2.117276408131905,ThompsonSampling
3,4.393384760749161,ThompsonSampling
3,3.6255157816137533,ThompsonSampling
3,4.228909479071141,ThompsonSampling
3,2.248192010930934,ThompsonSampling
3,4.315317165820146,ThompsonSampling
3,2.8200783636906133,ThompsonSampling
3,3.9698369006919405,ThompsonSampling
3,4.85986037365579,ThompsonSampling
3,4.62501786980676,ThompsonSampling
3,4.468191190999209,ThompsonSampling
3,4.10355372579565,ThompsonSampling
3,2.7399790541179687,ThompsonSampling
3,2.5617998064198737,ThompsonSampling
3,5.054075044358126,ThompsonSampling
3,4.950801306176165,ThompsonSampling
3,5.090388834223488,ThompsonSampling
3,2.2383574037723113,ThompsonSampling
3,4.356354622067449,ThompsonSampling
3,4.2754151874595365,ThompsonSampling
3,4.6574178029185,ThompsonSampling
3,3.81525780156258,ThompsonSampling
3,2.7425236799847905,ThompsonSampling
3,4.730408434080393,ThompsonSampling
3,5.09474432794115,ThompsonSampling
3,6.841650176142265,ThompsonSampling
3,5.459355094335446,ThompsonSampling
3,2.703109419498791,ThompsonSampling
3,4.396806687653345,ThompsonSampling
3,3.9002129233465856,ThompsonSampling
3,3.857586326959202,ThompsonSampling
3,3.1403488716507044,ThompsonSampling
3,2.1660036542713286,ThompsonSampling
3,2.6764120191733776,ThompsonSampling
3,2.904043823015739,ThompsonSampling
3,4.159476173461714,ThompsonSampling
3,2.6629019265662253,ThompsonSampling
3,3.1906921258781056,ThompsonSampling
1,1.7982844448936453,ThompsonSampling
3,2.965857132558864,ThompsonSampling
3,3.681181649410956,ThompsonSampling
3,2.3608196339249177,ThompsonSampling
3,3.856437604017419,ThompsonSampling
3,3.9480677663969335,ThompsonSampling
2,1.7853197870182793,ThompsonSampling
3,4.102003709341788,ThompsonSampling
3,4.6962948677768726,ThompsonSampling
3,4.9406972371262325,ThompsonSampling
3,3.8316838628326466,ThompsonSampling
3,3.260013967168124,ThompsonSampling
3,4.166317428939353,ThompsonSampling
3,4.771279810456241,ThompsonSampling
3,2.9870847934295295,ThompsonSampling
3,5.274470600852491,ThompsonSampling
3,3.050867402843094,ThompsonSampling
3,4.759565884706935,ThompsonSampling
3,4.539288010404283,ThompsonSampling
3,3.220714042095828,ThompsonSampling
3,2.8068967375943643,ThompsonSampling
3,3.8467030965848146,ThompsonSampling
3,3.4804433291129406,ThompsonSampling
3,4.7459485099195575,ThompsonSampling
3,3.885029341900916,ThompsonSampling
3,3.0255117448275564,ThompsonSampling
3,2.2779323676512138,ThompsonSampling
3,4.266404140984733,ThompsonSampling
3,3.844571440431446,ThompsonSampling
3,4.930243264958548,ThompsonSampling
3,4.772160585647492,ThompsonSampling
3,4.622401034320315,ThompsonSampling
3,5.340039472068954,ThompsonSampling
3,3.917412897113087,ThompsonSampling
3,2.648855912536705,ThompsonSampling
3,4.494956069407566,ThompsonSampling
3,5.724201018310303,ThompsonSampling
3,4.49687008322795,ThompsonSampling
3,1.7855910903264136,ThompsonSampling
3,3.731755196135927,ThompsonSampling
3,3.6092318891944166,ThompsonSampling
3,2.777186517249058,ThompsonSampling
3,4.403097524674182,ThompsonSampling
3,2.6242640326231474,ThompsonSampling
3,3.3559102251398967,ThompsonSampling
3,3.402679994967797,ThompsonSampling
3,4.708776966643171,ThompsonSampling
3,4.347346820646326,ThompsonSampling
3,4.5296326071778195,ThompsonSampling
